ingreso_mensual,edad,temperatura_c,peso_kg,talla_cm,frecuencia_cardiaca,ciudad_CDMX,ciudad_Guadalajara,ciudad_Monterrey,ciudad_Puebla,ciudad_Toluca,tipo_servicio_basico,tipo_servicio_estandar,tipo_servicio_premium,nivel,codigo_serie,referencia
-1.094331879969223,0.2978723404255319,0.17867277977279272,0.3012341352932957,-0.6405185696085568,-2.285065576883773,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,REF-745165
0.0,0.18085106382978722,0.39974807993902584,-0.2027112750443888,-1.5094227355421077,-0.7317237412361267,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,REF-533077
1.6925365478327776,0.26595744680851063,0.24571279989149541,0.8633348983943591,0.0,-0.8791635417664602,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,REF-487548
-0.6973070017953321,0.22340425531914893,0.27053269246566014,-0.6711621806465915,-1.311557207254106,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,REF-667211
0.0,0.10638297872340424,0.2432964607136494,0.41402156421334924,0.3517984195080857,0.3366828034532641,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,REF-203743
1.7965632213388048,0.10638297872340424,0.9823329405614656,0.9674145736666072,0.43078394664473996,-1.0515798504757903,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,REF-526390
0.0,0.22340425531914893,0.2976041241437928,0.5647252883136895,-0.37146585304254676,-0.7339333556528673,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,REF-938087
2.5071043857399333,0.2978723404255319,0.2192830367455425,-0.3796538644392656,0.3313900488125279,1.0137742514936754,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,REF-427120
0.8066683765067966,0.06382978723404253,0.19374652759177646,-0.37958265776934524,-0.44554144598270323,0.07877898715098446,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,REF-610235
0.0,0.14893617021276595,0.06791080468199251,0.5826526140862294,1.9437696811182106,-0.2827243143326409,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,REF-321334
0.8258527827648114,0.20212765957446804,0.2277495768534079,1.080913135571623e-15,0.8064313472034271,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,REF-590401
0.271967171069505,0.17021276595744678,0.2971123228061776,0.4374360181929064,0.0,-0.5369777015023453,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,
0.0,0.22340425531914893,0.13069903127582894,-0.7733567366121887,-0.818583956877169,0.7390335032380656,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,REF-266367
-0.5747114644780713,0.20212765957446804,0.09067382398469803,0.20696264408325254,-1.0203129995643285,-0.2983740475950429,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,REF-689941
-1.402103103359836,0.26595744680851063,0.3402416037758673,0.025317883874235555,-0.6675703534915131,1.8477653882435328,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,REF-502116
